,Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus
4141,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2018,04:12:00,Long March 2D,"SaudiSAT 5A, & 5B and Others",Active,29.75,Success
4142,CASC,"LC-2, Xichang Satellite Launch Center, China",2018,18:23:00,Long March 3B/E,Chang'e-4,Active,29.15,Success
4147,CASC,"Site 95, Jiuquan Satellite Launch Center, China",2018,23:51:00,Long March 11,Hongyun-1,Active,5.3,Success
4149,CASC,"LC-3, Xichang Satellite Launch Center, China",2018,16:53:00,Long March 3C/E,TJS-3,Active,20,Success
4151,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2018,08:02:00,Long March 2D/YZ-3,Hongyan-1,Active,,Success
4152,CASC,"LC-2, Xichang Satellite Launch Center, China",2019,17:11:00,Long March 3B/E,Zhongxing-2D (Chinasat-2D),Active,29.15,Success
4157,CASC,"Site 95, Jiuquan Satellite Launch Center, China",2019,05:42:00,Long March 11,Jilin-1 Hyperspectral & Others,Active,5.3,Success
4167,CASC,"LC-3, Xichang Satellite Launch Center, China",2019,16:28:00,Long March 3B/E,Zhongxing-6C,Active,29.15,Success
4173,CASC,"LC-2, Xichang Satellite Launch Center, China",2019,15:51:00,Long March 3B/E,Tianlian-2,Active,29.15,Success
4179,CASC,"LC-3, Xichang Satellite Launch Center, China",2019,14:30:00,Long March 3B/E,Beidou-3 IGSO-1,Active,29.15,Success
4180,CASC,"Taiyuan Satellite Launch Center, China",2019,22:52:00,Long March 4B,Tianhui-2 Group 01,Active,64.68,Success
4184,CASC,"LC-2, Xichang Satellite Launch Center, China",2019,15:48:00,Long March 3C/E,Beidou-2 G8,Active,20,Success
4186,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2019,22:55:00,Long March 4C,Yaogan Weixing-33,Active,64.68,Failure
4190,CASC,"Tai Rui Barge, Yellow Sea",2019,04:06:00,Long March 11H,Jilin-1 & Others,Active,5.3,Success
4193,CASC,"LC-3, Xichang Satellite Launch Center, China",2019,18:09:00,Long March 3B/E,Beidou-3 IGSO-2,Active,29.15,Success
4205,CASC,"LC-3, Xichang Satellite Launch Center, China",2019,03:57:00,Long March 2C,Yaogan-30-05,Active,30.8,Success
4212,CASC,"Site 95, Jiuquan Satellite Launch Center, China",2019,04:11:00,Jielong-1,Tianqi-4 & Others,Active,7.5,Success
4213,CASC,"LC-2, Xichang Satellite Launch Center, China",2019,12:03:00,Long March 3B/E,ChinaSat 18,Active,29.15,Success
4220,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2019,03:26:00,Long March 4B,"Ziyuan-2D, BNU-1 & Taurus-1",Active,64.68,Success
4221,CASC,"Site 95, Jiuquan Satellite Launch Center, China",2019,06:42:00,Long March 11,Zhuhai-1 Group 03,Active,5.3,Success
4222,CASC,"LC-2, Xichang Satellite Launch Center, China",2019,21:10:00,Long March 3B/YZ-1,BeiDou-3 M23 & M24,Active,,Success
4224,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2019,00:54:00,Long March 2D,Yunhai-1-02,Active,29.75,Success
4227,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2019,18:51:00,Long March 4C,Gaofen 10 (Replacement),Active,64.68,Success
4231,CASC,"LC-3, Xichang Satellite Launch Center, China",2019,15:21:00,Long March 3B/E,TJSW-4,Active,29.15,Success
4234,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2019,03:22:00,Long March 4B,Gaofen-7,Active,64.68,Success
4235,CASC,"LC-2, Xichang Satellite Launch Center, China",2019,17:43:00,Long March 3B/E,Beidou-3 IGSO-3,Active,29.15,Success
4238,CASC,"LC-16, Taiyuan Satellite Launch Center, China",2019,06:35:00,Long March 6,Ningxia-1 (x5),Active,19,Success
4240,CASC,"LC-3, Xichang Satellite Launch Center, China",2019,00:55:00,Long March 3B/YZ-1,BeiDou-3 M21 & M22,Active,,Success
4244,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2019,23:52:00,Long March 4C,Gaofen-12,Active,64.68,Success
4253,CASC,"LC-3, Xichang Satellite Launch Center, China",2019,07:22:00,Long March 3B/YZ-1,BeiDou-3 M19 & M20,Active,,Success
4256,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2019,03:22:00,Long March 4B,"CBERS-4A, ETRSS-1 & Others",Active,64.68,Success
4260,CASC,"LC-101, Wenchang Satellite Launch Center, China",2019,12:45:00,Long March 5,Shijian-20,Active,,Success
4262,CASC,"LC-2, Xichang Satellite Launch Center, China",2020,15:20:00,Long March 3B/E,TJSW-5,Active,29.15,Success
4263,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2020,02:53:00,Long March 2D,Jilin-1 Wideband 01 & ??uSat-7/8,Active,29.75,Success
4276,CASC,"LC-3, Xichang Satellite Launch Center, China",2020,21:07:00,Long March 2D,XJS-C to F,Active,29.75,Success
4279,CASC,"LC-2, Xichang Satellite Launch Center, China",2020,11:55:00,Long March 3B/E,Beidou-3 G2,Active,29.15,Success
4280,CASC,"LC-201, Wenchang Satellite Launch Center, China",2020,13:34:00,Long March 7A,XJY-6,Active,,Failure
4284,CASC,"LC-3, Xichang Satellite Launch Center, China",2020,03:43:00,Long March 2C,Yaogan-30-06,Active,30.8,Success
4287,CASC,"LC-2, Xichang Satellite Launch Center, China",2020,11:46:00,Long March 3B/E,Nusantara Dua,Active,29.15,Failure
4291,CASC,"LC-101, Wenchang Satellite Launch Center, China",2020,10:00:00,Long March 5B,Test Flight (New Crew Capsule),Active,,Success
4297,CASC,"Xichang Satellite Launch Center, China",2020,20:13:00,Long March 11,XJS-G and XJS-H,Active,5.3,Success
4299,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2020,08:53:00,Long March 2D,Gaofen-9-02 & HEAD-4,Active,29.75,Success
4301,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2020,18:31:00,Long March 2C,Haiyang-1D,Active,30.8,Success
4304,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2020,07:19:00,Long March 2D,"Gaofen-9 03, Pixing III A & HEAD-5",Active,29.75,Success
4305,CASC,"LC-2, Xichang Satellite Launch Center, China",2020,01:43:00,Long March 3B/E,Beidou-3 G3,Active,29.15,Success
4307,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2020,03:10:00,Long March 4B,Gaofen Duomo & BY-02,Active,64.68,Success
4309,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2020,23:44:00,Long March 2D,Shiyan-6 02,Active,29.75,Success
4311,CASC,"LC-3, Xichang Satellite Launch Center, China",2020,12:11:00,Long March 3B/E,Apstar-6D,Active,29.15,Success
4316,CASC,"LC-101, Wenchang Satellite Launch Center, China",2020,04:41:00,Long March 5,Tianwen-1,Active,,Success
4318,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2020,03:13:00,Long March 4B,"Ziyuan-3 03, Apocalypse-10 & NJU-HKU 1",Active,64.68,Success
4322,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2020,04:01:00,Long March 2D,Gaofen-9 04 & Q-SAT,Active,29.75,Success
4326,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2020,02:27:00,Long March 2D,"Gaofen-9 05, Tiantuo-5 & MTS",Active,29.75,Success
4331,CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",2020,07:30:00,Long March 2F/T,Experimental Spaceplane (CSSHQ),Active,,Success
4332,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2020,05:57:00,Long March 4B,Gaofen-11 02,Active,64.68,Success
4335,CASC,"DeBo 3 Barge, Yellow Sea",2020,01:23:00,Long March 11H,Jilin-1 High Resolution 03,Active,5.3,Success
4336,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2020,05:40:00,Long March 4B,Haiyang 2C,Active,64.68,Success
4337,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2020,03:23:00,Long March 4B,Huanjing-2A & 2B,Active,64.68,Success
4341,CASC,"LC-2, Xichang Satellite Launch Center, China",2020,16:57:00,Long March 3B/E,Gaofen-13,Active,29.15,Success
4347,CASC,"LC-3, Xichang Satellite Launch Center, China",2020,15:19:00,Long March 2C,Yaogan-30 07 & Apocalypse-6,Active,30.8,Success
4350,CASC,"LC-16, Taiyuan Satellite Launch Center, China",2020,03:19:00,Long March 6,ÃuSat 9 to 18 & Others,Active,19,Success
4353,CASC,"LC-2, Xichang Satellite Launch Center, China",2020,15:59:00,Long March 3B/E,Tiantong-1 02,Active,29.15,Success
4359,CASC,"LC-101, Wenchang Satellite Launch Center, China",2020,20:30:00,Long March 5,Chang'e 5,Active,,Success
4364,CASC,"LC-3, Xichang Satellite Launch Center, China",2020,03:58:00,Long March 3B/E,Gaofen 14,Active,29.15,Success
4366,CASC,"Xichang Satellite Launch Center, China",2020,20:14:00,Long March 11,GECAM 1 & 2,Active,5.3,Success
4377,CASC,"LC-201, Wenchang Satellite Launch Center, China",2020,04:37:00,Long March 8,"XJY-7, Haisi-1 & Others",Active,27,Success
4378,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2020,15:44:00,Long March 4C,Yaogan-33(R) & Weina 2,Active,64.68,Success
4383,CASC,"LC-2, Xichang Satellite Launch Center, China",2021,16:25:00,Long March 3B/E,Tiantong-1 03,Active,29.15,Success
4387,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2021,04:47:00,Long March 4C,Yaogan-31 02,Active,64.68,Success
4393,CASC,"LC-3, Xichang Satellite Launch Center, China",2021,15:36:00,Long March 3B/E,-TJSÂ 6.00,Active,29.15,Success
4397,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2021,02:22:00,Long March 4C,Yaogan-31 03,Active,64.68,Success
4403,CASC,"LC-201, Wenchang Satellite Launch Center, China",2021,17:51:00,Long March 7A,Shiyan 9,Active,,Success
4404,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2021,02:19:00,Long March 4C,Yaogan-31 04,Active,64.68,Success
4411,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2021,22:45:00,Long March 4C,Gaofen-12 02,Active,64.68,Success
4413,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2021,23:01:00,Long March 4B,Shiyan-6 03,Active,64.68,Success
4419,CASC,"LC-16, Taiyuan Satellite Launch Center, China",2021,03:20:00,Long March 6,"Qilu-1, 4 & Rideshares",Active,19,Success
4421,CASC,"LC-101, Wenchang Satellite Launch Center, China",2021,03:23:00,Long March 5B,Tianhe,Active,,Success
4423,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2021,07:27:00,Long March 4C,Yaogan 34,Active,64.68,Success
4426,CASC,"LC-3, Xichang Satellite Launch Center, China",2021,18:11:00,Long March 2C/E,Yaogan-30 08 & Apocalypse 12,Active,30.8,Success
4431,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2021,04:03:00,Long March 4B,Haiyang 2D,Active,64.68,Success
4435,CASC,"LC-201, Wenchang Satellite Launch Center, China",2021,12:55:00,Long March 7,Tianzhou 2,Active,,Success
4436,CASC,"LC-2, Xichang Satellite Launch Center, China",2021,16:17:00,Long March 3B/E,Fengyun-4B,Active,29.15,Success
4439,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2021,03:03:00,Long March 2D,"Beijing-3, Haisi-2 & Others",Active,29.75,Success
4442,CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",2021,01:22:00,Long March 2F/G,Shenzhou 12,Active,,Success
4444,CASC,"LC-3, Xichang Satellite Launch Center, China",2021,06:30:00,Long March 2C/E,Yaogan-30 09 & Apocalypse 14,Active,30.8,Success
4450,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2021,02:51:00,Long March 2D,Jilin-1 Wideband-01B & High Resolution 03D,Active,29.75,Success
4451,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2021,23:28:00,Long March 4C,Fengyun-3E,Active,64.68,Success
4452,CASC,"LC-2, Xichang Satellite Launch Center, China",2021,15:53:00,Long March 3C/E,Tianlian 1-05,Active,20,Success
4453,CASC,"LC-16, Taiyuan Satellite Launch Center, China",2021,11:59:00,Long March 6,Zhongzi Group 02 (Ningxia-1-02),Active,19,Success
4455,CASC,"LC-3, Xichang Satellite Launch Center, China",2021,00:19:00,Long March 2C/E,Yaogan-30 10,Active,30.8,Success
4458,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2021,04:01:00,Long March 2D,Tianhui-1 04,Active,29.75,Success
4462,CASC,"LC-16, Taiyuan Satellite Launch Center, China",2021,11:01:00,Long March 6,KL-Beta A & B,Active,19,Success
4463,CASC,"LC-2, Xichang Satellite Launch Center, China",2021,16:30:00,Long March 3B/E,Zhongxing-2E,Active,29.15,Success
4467,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2021,22:32:00,Long March 4B,Tianhui-2 2A & 2B,Active,64.68,Success
4469,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2021,11:15:00,Long March 2C/YZ-1S,RSW-01 - 03,Active,30.8,Success
4470,CASC,"LC-3, Xichang Satellite Launch Center, China",2021,15:41:00,Long March 3B/E,TJSW-7,Active,29.15,Success
4475,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2021,03:01:00,Long March 4C,Gaofen-5 02,Active,64.68,Success
4476,CASC,"LC-2, Xichang Satellite Launch Center, China",2021,11:50:00,Long March 3B/E,ChinaSat 9B (Zhongxing-9B),Active,29.15,Success
4481,CASC,"LC-201, Wenchang Satellite Launch Center, China",2021,07:10:00,Long March 7,Tianzhou 3,Active,,Success
4483,CASC,"LC-3, Xichang Satellite Launch Center, China",2021,08:20:00,Long March 3B/E,Shiyan 10,Active,29.15,Success
4488,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2021,10:51:00,Long March 2D,CHASE (Chinese HÎ± Solar Explorer) & Tianyuan-1,Active,29.75,Success
4489,CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",2021,16:23:00,Long March 2F/G,Shenzhou 13,Active,,Success
4492,CASC,"LC-2, Xichang Satellite Launch Center, China",2021,01:27:00,Long March 3B/E,Shijian 21,Active,29.15,Success
4497,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2021,07:43:00,Long March 2C/YZ-1S,Yaogan-32 02,Active,30.8,Success
4498,CASC,"LC-16, Taiyuan Satellite Launch Center, China",2021,02:19:00,Long March 6,SDGSAT-1,Active,19,Success
4499,CASC,"LC-3, Xichang Satellite Launch Center, China",2021,03:00:00,Long March 2D,Yaogan 35 A/B/C,Active,29.75,Success
4505,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2021,01:51:00,Long March 4B,Gaofen-11 03,Active,64.68,Success
4507,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2021,23:45:00,Long March 4C,Gaofen-3 02,Active,64.68,Success
4512,CASC,"LC-2, Xichang Satellite Launch Center, China",2021,16:40:00,Long March 3B/E,ChinaSat 1D,Active,29.15,Success
4520,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2021,00:11:00,Long March 4B,Shijian 6 Group 05,Active,64.68,Success
4523,CASC,"LC-3, Xichang Satellite Launch Center, China",2021,16:09:00,Long March 3B/E,Tianlian-2-02,Active,29.15,Success
4529,CASC,"LC-201, Wenchang Satellite Launch Center, China",2021,10:12:00,Long March 7A,Shiyan 12-01 & 02,Active,,Success
4531,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2021,03:11:00,Long March 4C,Ziyuan-1 02E & CAS-9,Active,64.68,Success
4534,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2021,11:13:00,Long March 2D,Tianhui 4,Active,29.75,Success
4535,CASC,"LC-2, Xichang Satellite Launch Center, China",2021,16:43:00,Long March 3B/E,TJSW-9,Active,29.15,Success
4540,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2022,02:35:00,Long March 2D,Shiyan 13,Active,29.75,Success
4543,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2022,23:44:00,Long March 4C,L-SAR 01A,Active,64.68,Success
4555,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2022,23:44:00,Long March 4C,L-SAR 01B,Active,64.68,Success
4556,CASC,"LC-201, Wenchang Satellite Launch Center, China",2022,03:06:00,Long March 8 (Core Only),"Hainan-1, Jilin Gaofen-03D & Others",Active,27,Success
4560,CASC,"LC-3, Xichang Satellite Launch Center, China",2022,06:01:00,Long March 2C,Yinhe-1 (x6) & Others,Active,30.8,Success
4564,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2022,07:09:00,Long March 4C,Yaogan 34-02,Active,64.68,Success
4568,CASC,"LC-9A, Taiyuan Satellite Launch Center, China",2022,09:50:00,Long March 6A,Pujiang-2 & Tiankun-2,Active,,Success
4569,CASC,"Site 95, Jiuquan Satellite Launch Center, China",2022,02:29:00,Long March 11,Tianping-2 A to C,Active,5.3,Success
4573,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2022,23:47:00,Long March 4C,Gaofen-3 03,Active,64.68,Success
4576,CASC,"LC-2, Xichang Satellite Launch Center, China",2022,12:00:00,Long March 3B/E,ChinaSat 6D,Active,29.15,Success
4577,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2022,18:16:00,Long March 4C,Daqi-1 (AEMS),Active,64.68,Success
4581,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2022,04:11:00,Long March 2C,SuperView Neo 1-01 & 02,Active,30.8,Success
4584,CASC,"Tai Rui Barge, Yellow Sea",2022,03:30:00,Long March 11H,Jilin-1 Gaofen 03D-04 to 07 & 04A,Active,5.3,Success
4586,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2022,02:38:00,Long March 2D,Jilin-1 Wideband-01C & High Resolution 03D-27 to 33,Active,29.75,Success
4588,CASC,"LC-201, Wenchang Satellite Launch Center, China",2022,17:56:00,Long March 7,Tianzhou 4,Active,,Success
4595,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2022,10:30:00,Long March 2C/YZ-1S,RSW-04 - 06,Active,30.8,Success
4597,CASC,"LC-3, Xichang Satellite Launch Center, China",2022,04:00:00,Long March 2C,Geely Constellation Group 01,Active,30.8,Success
4600,CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",2022,02:44:00,Long March 2F/G,Shenzhou 14,Active,,Success
4608,CASC,"LC-3, Xichang Satellite Launch Center, China",2022,02:22:00,Long March 2D,Yaogan 35 Group 02,Active,29.75,Success
4609,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2022,15:46:00,Long March 4C,Gaofen-12 03,Active,64.68,Success
4618,CASC,"LC-2, Xichang Satellite Launch Center, China",2022,16:30:00,Long March 3B/E,Tianlian-2-03,Active,29.15,Success
4623,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2022,22:57:00,Long March 2C,SuperView Neo 2-01 & 02,Active,30.8,Success
4626,CASC,"LC-101, Wenchang Satellite Launch Center, China",2022,06:22:00,Long March 5B,Wentian,Active,,Success
4629,CASC,"LC-3, Xichang Satellite Launch Center, China",2022,13:28:00,Long March 2D,Yaogan 35 Group 03,Active,29.75,Success
